#Protein	         CTR	         STS	        METF	    STSMETF
P62082  	    -1.09664	  -0.0313236	    0.707691	   0.420271
P62137  	     0.67036	    0.245885	    0.001865	   -0.91811
P62192  	   -0.302659	    -1.15326	    0.293524	    1.16239
P62196  	    -0.33154	     -1.1704	    0.216421	    1.28552
P62204  	    -0.65546	  -0.0802752	   -0.686999	    1.42273
P62242  	     1.10704	    -1.16934	  -0.0298627	  0.0921633
P62245  	     1.56478	   -0.850621	   -0.296042	  -0.418113
P62259  	   -0.612172	   -0.941134	    0.141798	    1.41151
P62264  	    0.944858	     -1.4758	   0.0463685	   0.484569
P62267  	    -0.66464	   -0.666461	    0.378156	   0.952945
P62270  	   -0.259883	    -1.21456	    0.546392	   0.928047
P62274  	    0.475277	    0.389223	-0.000695467	  -0.863804
P62281  	    0.726054	    -1.38412	    0.355379	   0.302692
P62301  	    0.523078	   -0.751907	    0.644971	  -0.416142
P62307  	     1.20044	    -0.82268	   -0.740151	   0.362393
P62309  	   -0.420107	   -0.313958	   0.0143266	   0.719739
P62320  	    0.243063	    -1.15021	   0.0798521	   0.827292
P62322  	   -0.586465	    -1.02766	    0.536282	    1.07784
P62334  	   -0.513482	     -1.1815	    0.435115	    1.25987
P62340  	   -0.232891	   -0.670529	     1.00913	  -0.105707
P62342  	    0.302285	    -1.44346	    0.791283	   0.349896
P62488  	     1.11201	    0.365095	    -1.07175	  -0.405354
P62500-2	     1.22872	   0.0806792	   -0.576002	  -0.733394
P62627  	   -0.669882	   -0.763102	    0.271944	    1.16104
P62700  	    -1.06105	   -0.475139	    0.897168	   0.639025
P62702  	   -0.484607	   -0.929903	     1.00498	   0.409532
P62715  	     1.16672	    0.139438	   -0.154022	   -1.15214
P62743  	     1.30606	   -0.649066	   -0.698414	  0.0414161
P62748  	    0.995697	    0.658307	   -0.995983	  -0.658021
P62751  	    0.115779	    -1.15103	   0.0138777	    1.02137
P62754  	    0.227547	   -0.866543	    0.182952	   0.456044
P62774  	     1.44616	   -0.479742	   -0.680903	  -0.285513
P62806  	   -0.349638	   -0.826765	   -0.274104	    1.45051
P62814  	    -1.26177	   -0.179007	     0.22367	     1.2171
P62821  	    -1.13118	   -0.522712	    0.890891	      0.763
P62827  	    0.970808	    -1.28809	    0.151891	   0.165392
P62830  	    0.104091	   -0.967765	   -0.043691	   0.907365
P62835  	    0.976849	   -0.273998	    -1.05946	    0.35661
P62843  	   -0.879417	   -0.702549	    0.484352	    1.09761
P62849-2	     1.21965	    -1.18612	   -0.294281	   0.260752
P62852  	     1.02382	    -1.08212	    0.267931	  -0.209627
P62855  	    -0.12423	    -1.25974	    0.335181	    1.04879
P62869  	     1.18963	   -0.387997	   -0.318068	  -0.483563
P62874  	    0.729332	     1.02512	    -1.38858	  -0.365874
P62878  	   -0.923465	   -0.482803	  -0.0724159	    1.47868
P62880  	    0.480837	     1.04282	    -1.42406	 -0.0996009
P62889  	    0.886951	    -1.27516	    0.356354	  0.0318555
P62892  	    0.923512	   -0.575825	   -0.485532	   0.137845
P62900  	   -0.419087	    -1.00115	    0.630738	   0.789503
P62908  	     1.10392	    -1.41222	   -0.175086	   0.483385
P62911  	    0.550341	    -1.35256	    0.562089	   0.240126
P62915  	     1.13318	    0.610391	   -0.835299	   -0.90827
P62918  	    -1.06538	   -0.612343	     0.79068	    0.88704
P62960  	   -0.404165	    -1.09277	    0.195947	    1.30099
P62962  	   -0.916183	   -0.650932	    0.286735	    1.28038
P62965  	     0.25979	      1.1207	    -1.39973	  0.0192442
P62983  	    0.332979	    -1.44062	  -0.0384388	    1.14608
P63001  	    0.728057	   -0.956932	   -0.588061	   0.816936
P63005  	   -0.233812	     -1.1532	   0.0184273	    1.36859
P63011  	     1.12557	   -0.468858	   -0.369247	  -0.287464
P63017  	     1.59751	    -0.59826	   -0.254896	  -0.744351
P63024  	   -0.189208	    -1.16467	    0.174831	    1.17904
P63028  	     1.11263	   -0.802104	   -0.770799	   0.460278
P63030  	    0.638353	   -0.441188	    0.567965	  -0.765129
P63037  	     1.33349	    -0.50713	   -0.132802	  -0.693553
P63038  	   -0.866631	    -1.00327	    0.673731	    1.19617
P63073  	    0.184941	    -1.08875	    -0.35807	    1.26188
P63094  	   0.0411042	    0.473919	    -1.42419	   0.909168
P63101  	    -1.05163	   -0.631887	    0.292012	    1.39151
P63147  	     1.07029	    0.700205	   -0.723028	   -1.04747
P63154  	     1.15646	    0.467026	   -0.628392	  -0.995091
P63158  	   -0.615909	   -0.586487	   -0.241698	    1.44409
P63168  	    0.256732	    0.570381	    0.355345	   -1.18246
P63242  	   -0.445596	    -1.19687	    0.504671	    1.13779
P63254  	   -0.338466	     1.30053	   -0.459717	  -0.502346
P63260  	    -0.72916	   -0.847284	    0.445357	    1.13109
P63276  	      -0.342	    -1.23081	    0.829347	   0.743468
P63280  	    0.304603	    -1.41033	    0.305017	   0.800715
P63321  	     1.07571	    0.579465	    -1.04581	  -0.609363
P63325  	   -0.979188	   -0.626269	    0.589358	     1.0161
P63328-2	   -0.717683	    0.729028	   -0.292488	   0.281143
P67778  	    -1.07154	   -0.694253	    0.612335	    1.15346
P67871  	   -0.146071	    -1.00439	     0.25294	   0.897525
P67984  	    0.806509	   -0.847646	    0.399721	  -0.358584
P68037  	    -1.36169	    0.361037	    0.505623	   0.495033
P68040  	     1.14008	    -1.19317	   0.0672544	 -0.0141612
P68181-2	    0.132717	   -0.711977	   -0.424389	    1.00365
P68368  	    0.338487	    -1.43445	    0.303657	   0.792305
P68369  	    -1.04979	   -0.160813	   -0.136671	    1.34727
P68372  	     1.17522	   -0.911118	   -0.396779	   0.132675
P68373  	    0.023424	    -1.04838	   -0.285806	    1.31076
P68433  	   -0.534796	   -0.969117	    0.199531	    1.30438
P70122  	    0.414663	   -0.975475	    0.690185	  -0.129373
P70168  	   -0.556501	    -1.26664	    0.705648	    1.11749
P70193  	   -0.367436	   -0.779774	   0.0990609	    1.04815
P70195  	     -1.3887	   -0.172983	    0.331819	    1.22986
P70202  	  -0.0732061	   -0.716644	   -0.363074	    1.15292
P70206  	    0.228767	    0.939228	    0.310548	   -1.47854
P70245  	   -0.821329	     1.11061	   -0.545145	   0.255867
P70255  	    0.616134	 -0.00609586	    0.416067	   -1.02611
P70255-2	    0.856736	    0.290086	   -0.378013	  -0.768809
P70268  	   -0.559008	   -0.275728	    -0.35812	    1.19286
P70279  	   -0.163716	    -1.23385	    0.473599	    0.92397
P70288  	     1.18122	     0.12448	    -1.26109	 -0.0446034
Q3UGN9  	   -0.835165	   -0.887856	    0.930511	   0.792511
P70303  	  -0.0161864	     1.37851	   -0.631995	  -0.730333
P70333  	    0.501338	    0.825215	   -0.779275	  -0.547277
P70340  	   0.0938136	    0.692233	    0.526779	   -1.31283
P70365-4	   -0.753871	   -0.446196	     1.18499	  0.0150754
P70372  	    0.786886	    -1.10994	  -0.0987934	   0.421843
Q5SV02  	   -0.167686	   -0.948344	   0.0603351	     1.0557
Q4FE56  	   -0.116298	    -1.16742	    0.304057	   0.979663
P70399  	    -1.42586	    0.309109	    0.337066	   0.779686
P70404  	   -0.806412	   -0.320758	   0.0588787	    1.06829
P70441  	   -0.379592	    0.837548	    -1.19166	   0.733703
P70444  	   -0.627172	   -0.399274	     1.04352	 -0.0170693
P70451-5	      1.0536	    -1.00834	   -0.091083	  0.0458261
P70452  	    -1.20455	    0.371032	   -0.344711	    1.17823
P70460  	   0.0161885	    -1.31148	    0.297026	   0.998262
P70665-2	    0.517529	    0.332115	    -1.59786	   0.748218
Q60817  	     1.53671	   -0.984189	   -0.187576	  -0.364941
P70671  	    0.841351	   -0.584638	   -0.331625	  0.0749132
P70697  	    0.770603	     1.03458	   -0.831625	  -0.973552
P70698  	    0.763475	     -1.2883	    0.190405	   0.334424
P70699  	    -1.50288	    0.324162	    0.628294	   0.550421
P70700  	     1.10926	   -0.516898	    0.548127	   -1.14049
P80313  	   0.0811189	    -1.43738	    0.360148	   0.996114
P80314  	    -0.56402	    -1.23161	    0.730667	    1.06496
P80315  	   -0.243356	    -1.30408	    0.274392	    1.27304
P80316  	    0.183704	    -1.48148	    0.850176	   0.447601
P80317  	    0.276568	    -1.52167	    0.274958	   0.970142
P80318  	    0.385323	    -1.50121	    0.552311	   0.563572
Q3UKN6  	   -0.551626	     1.13353	    -1.04367	   0.461769
P81122  	    -1.23005	    0.816528	    0.721149	   -0.30763
P81269  	    0.311127	    -1.43775	    0.103695	    1.02292
P83870  	    0.688055	    0.175517	    0.365046	   -1.22862
P83877  	    0.800715	    -1.55046	    0.312888	   0.436861
P83882  	    -1.27008	  -0.0326471	    0.316869	   0.985858
P83940  	    -0.40027	   -0.980988	    0.380472	    1.00079
P84084  	   0.0267463	   0.0659103	   -0.689064	   0.596407
P84089  	   -0.984075	   -0.593279	    0.240238	    1.33712
Q3TWV4  	     1.29361	    0.147891	     -0.9069	  -0.534597
P84096  	   -0.177819	   -0.762789	   -0.230427	    1.17103
P85094  	    -1.24129	    0.595551	    0.760669	   -0.11493
P97287  	     1.17298	    0.495434	    -1.00832	  -0.660094
P97298  	     0.95435	    0.497054	   -0.189478	   -1.26193
P97304  	    0.683077	    -1.59382	    0.488367	   0.422374
P97310  	     1.13888	    0.696889	    -1.04941	  -0.786369
P97311  	    0.811576	    0.649358	    -1.34405	  -0.116888
P97314  	    0.587435	    0.624644	    -1.39763	   0.185548
P97315  	   -0.676176	     1.33913	   -0.612947	 -0.0500106
P97329  	     0.92326	    0.238323	    0.293278	   -1.45486
P97352  	    0.721999	    0.957599	    -1.28647	  -0.393129
P97355  	   -0.613473	   -0.336313	    0.471096	    0.47869
P97363  	    0.652436	    -0.52728	   -0.503723	   0.378567
P97364  	    0.459074	    -1.20996	    0.897417	  -0.146534
P97370  	    -0.19752	   -0.443558	   -0.328611	   0.969688
P97372  	    -1.51029	    0.375624	    0.326073	   0.808593
P97377-2	    0.246476	     1.13222	   0.0140031	    -1.3927
P97379-2	     1.37989	 -0.00481438	   -0.710745	  -0.664329
P97429  	     -1.2806	   -0.278933	    0.577416	   0.982113
P97434  	    0.654599	     1.05637	   -0.783207	  -0.927766
Q3V2L1  	     1.34836	     0.42392	   -0.792454	  -0.979826
P97449  	    -1.60086	     0.15219	    0.575529	   0.873142
P97450  	    0.740008	   -0.448123	   -0.905578	   0.613693
P97452  	    0.392669	    -1.60072	    0.838401	   0.369645
P97465  	     0.78075	    0.624317	    -0.69131	  -0.713757
P97473  	    0.656997	    0.740409	    -1.05913	  -0.338275
P97477  	    0.860966	   -0.465591	    0.323008	  -0.718383
P97478  	     1.34173	   -0.024861	    -0.44641	  -0.870462
P97494  	    -0.84337	   -0.958652	     0.57355	    1.22847
P97496-2	     1.19486	   -0.851223	   -0.136639	  -0.206998
P97770-2	   -0.550529	   -0.527247	    0.904521	   0.173254
P97801  	    0.048644	    -1.16883	    0.313715	   0.806468
P97807-2	    -1.34463	   -0.105119	    0.321789	    1.12796
P97817  	    0.648962	   -0.420786	    0.469176	  -0.697352
P97822  	   -0.638155	   0.0466671	   -0.559044	    1.15053
P97825  	     1.42729	   -0.870442	  -0.0163112	  -0.540542
P97855  	     1.26246	   -0.348882	    0.296971	   -1.21055
P97863-3	    0.569558	     1.02585	   -0.428465	   -1.16695
P97864  	   -0.115963	   -0.174711	    -0.98075	    1.27142
P97865  	    0.581634	    0.514662	   -0.105953	  -0.990343
P97868-2	   -0.672427	   -0.185388	   -0.219291	    1.07711
P97930  	    0.954049	    0.808949	    -1.17833	  -0.584673
P98078  	    0.858198	     0.97579	   -0.917345	  -0.916642
P98083  	 -0.00107056	     1.13364	     -1.2849	    0.15233
P98192  	    0.816038	    0.293125	    -0.23711	  -0.872053
P99024  	     0.18982	    -1.21353	    0.398092	   0.625623
P99025  	    0.342542	     1.09297	    -1.15288	  -0.282639
P99027  	     0.46207	    -1.24709	   -0.302657	    1.08767
P99029  	   -0.558663	  -0.0679617	    -0.55179	    1.17841
Q00422  	    0.890958	     0.83472	     -1.0595	  -0.666175
Q00493  	     1.00291	    0.795436	   -0.778125	   -1.02022
Q00519  	    -1.42044	   -0.090389	     0.26054	    1.25029
Q00547  	    0.773658	    -1.21925	    0.544924	 -0.0993301
V9GX00  	   -0.276609	     1.40681	    -1.00015	  -0.130053
Q00612  	   -0.373263	    -1.17972	     0.35491	    1.19807
Q6PE80  	    0.877331	    0.740515	   -0.385757	   -1.23209
Q00PI9  	   -0.608804	    0.257705	   -0.852423	    1.20352
Q01149  	    0.593255	     1.09253	   -0.897604	  -0.788185
Q01320  	     1.43694	   -0.386402	  -0.0197549	   -1.03078
Q01514  	   -0.910285	    0.356758	   -0.807841	    1.36137
Q01721  	   -0.236811	     1.44645	   -0.961629	  -0.248011
Q01853  	   -0.186229	   -0.728251	   -0.588375	    1.50286
Q02013  	   -0.842147	    0.152508	   -0.362463	     1.0521
Q02053  	   -0.270306	    -1.36341	    0.665641	   0.968076
Q02614  	    0.828983	  -0.0410235	    0.581691	   -1.36965
Q02788  	    0.712414	     1.02552	   -0.731011	   -1.00692
Q02819  	    0.623081	    0.820407	    -1.52149	  0.0780019
Q03145  	    0.141924	    -1.52693	     1.07172	   0.313284
Q03147  	    0.314905	   -0.460663	    0.131627	  0.0141317
Q03265  	   -0.498491	   -0.634741	   -0.453538	    1.58677
Q03958  	   -0.917349	   -0.225235	    0.533572	   0.609013
Q03963  	    -0.21198	     1.58988	   -0.775639	  -0.602262
Q04207  	    0.233664	   -0.536972	   -0.940994	     1.2443
Q04519  	   -0.143911	    0.673589	    0.412694	  -0.942373
Q04690-2	 -0.00551885	    0.987317	   -0.387418	   -0.59438
Q04692  	   -0.990208	   -0.192368	  -0.0648275	     1.2474
Q04736  	    0.045784	    0.361867	   -0.916135	   0.508484
Q04750  	     0.37715	    -1.40391	    0.284566	   0.742189
Q04857  	    0.560976	    0.910406	  -0.0883409	   -1.38304
Q05769  	   0.0977165	    -1.55531	     1.05688	   0.400718
Q05793  	    0.435077	    0.688874	    -1.52667	   0.402722
Q05915  	     -1.3629	   -0.281891	     1.21143	    0.43336
Q05BC3-2	     1.05763	   -0.186698	  -0.0866015	  -0.784328
Q05CH9  	    0.222467	    -1.59853	    0.656483	   0.719578
Q05D44  	   -0.435416	    -1.14369	    0.388217	    1.19089
Q06138  	    0.343791	   -0.977829	   -0.318904	   0.952942
Q06180-2	    0.967386	   -0.340498	   -0.944343	   0.317455
Q06335-2	    0.112399	     1.03719	   -0.398346	   -0.75124
Q07076  	   -0.227068	    -1.23792	    0.167113	    1.29788
Q07113  	    0.131513	    -1.54787	     1.02708	   0.389277
Q07417  	    -0.53526	    -0.28758	   -0.636026	    1.45887
Q07797  	   -0.718552	     1.43884	   -0.941979	   0.221691
Q07813  	   -0.671183	   -0.879776	   0.0268054	    1.52415
Q07832  	     1.15716	    0.102151	  -0.0195863	   -1.23973
Q08024-4	     1.16381	    0.326068	   -0.499532	  -0.990347
Q08024-2	     1.23097	    -0.58713	   0.0345145	  -0.678353
Q08093  	    0.599038	    0.942267	   -0.240442	   -1.30086
Q08288  	   -0.192471	    -1.06437	    0.344364	   0.912472
Q08509  	    0.948475	    -1.18579	    0.550019	  -0.312707
Q08639  	    0.906783	    0.399039	  0.00710584	   -1.31293
Q09143  	   -0.120287	    -1.44595	    0.643539	   0.922697
Q09XV5  	       1.248	    0.303312	   -0.409581	   -1.14173
Q64008  	   -0.270212	   -0.831389	    0.559474	   0.542127
Q0VBL3  	   -0.544298	   -0.836603	  -0.0452109	    1.42611
Q11011  	    0.774957	   0.0352587	    -1.46221	   0.651992
Q11136  	     1.02908	    0.591619	   -0.321488	   -1.29921
Q148V8  	   -0.220241	   -0.961482	     0.49082	   0.690903
Q149F1  	    0.418007	   -0.242711	    0.627908	  -0.803204
Q14AA6  	   -0.786385	   -0.248971	     1.09046	 -0.0551077
Q14AI6  	    -1.00127	   -0.416108	    0.639107	   0.778271
Q14C51  	    0.148701	   -0.956574	    0.834181	 -0.0263078
Q1HFZ0  	    0.529827	    -1.63956	    0.600103	   0.509633
Q2EMV9  	    0.294178	     1.24249	    -1.09844	  -0.438227
Q2TBA3-2	    0.511072	   -0.105626	   -0.428268	  0.0228221
Q2TBE6  	    0.279721	     -1.0145	   -0.238365	   0.973145
Q2TPA8  	   -0.955678	     1.01437	    0.293574	  -0.352268
V9GX42  	    0.798382	   -0.300536	   0.0950167	  -0.592863
Q31125  	    -1.45203	  -0.0322166	    0.383013	    1.10123
Q33DR2  	    -0.16659	    -1.06247	    0.575716	   0.653345
Q33DR3  	   -0.766184	   -0.558705	    0.881885	   0.443003
Q3B7Z2  	    -1.08707	   -0.132435	  -0.0793837	    1.29889
Q3KNM2  	    0.423167	    0.961007	   -0.345745	   -1.03843
Q8K358  	   -0.648106	   -0.275423	    0.867311	  0.0562179
Q3TAP4  	   -0.958363	    0.366935	    0.202729	   0.388698
Q3TAQ9  	    0.524606	    -1.19738	     1.05171	  -0.378941
Q3TB82  	    0.775388	    0.895249	   -0.668908	   -1.00173
Q3TBT3  	  -0.0908862	     1.05226	   -0.627565	  -0.333805
Q3TC93  	    -1.49516	     0.23449	    0.660066	   0.600601
Q9WUR2-2	    -0.35353	   -0.254349	   -0.461656	    1.06954
Q3TCJ1  	   -0.494472	   -0.375686	   -0.288265	    1.15842
Q3TCN2  	   -0.451565	    0.931357	    -1.11248	   0.632692
Q9R233-2	    -1.56801	    0.699107	    0.529691	   0.339211
Q3TCX3  	    0.899992	   -0.680457	   -0.102545	   -0.11699
Q9QYT7  	     1.14233	   -0.352285	   -0.445222	  -0.344826
Q3TDD9  	    0.369673	    0.339724	   -0.786732	  0.0773351
Q3TDN2  	    -0.74883	   -0.984685	    0.393343	    1.34017
Q3TDQ1  	     1.34114	   0.0953826	   -0.783516	  -0.653009
Q3TDT0  	    -0.12541	    0.591426	    0.658389	    -1.1244
Q62193  	    0.350615	    0.719161	   -0.591678	  -0.478098
Q3TE80  	    0.236262	   0.0856711	    0.759306	   -1.08124
Q3TEA8-2	   -0.895887	     1.04595	   -0.915068	   0.765003
Q3TFK5  	    0.845895	    -1.29911	    0.434106	  0.0191047
Q3TFP0  	   -0.458763	    -0.20176	   -0.477226	    1.13775
Q3UBW1  	   -0.443917	   -0.355839	  -0.0500888	   0.849845
Q3TGF2  	     1.15442	   -0.202044	    -1.19886	   0.246478
Q3TGY1  	    0.761549	   -0.598988	   -0.433928	   0.271367
Q3THG9  	    0.360084	    -1.38544	    0.922828	   0.102529
Q3THJ3  	     0.57766	    -1.24114	    0.720387	 -0.0569094
Q3THK3  	     0.18419	    -1.24359	    0.208963	   0.850435
Q3THK7  	     1.42119	   -0.921151	    0.224016	  -0.724052
Q3THS6  	     1.42781	     0.23844	   -0.688185	  -0.978064
Q3TI69  	    0.470602	    -1.09186	   -0.101148	   0.722404
Q3TIR3  	   -0.410856	    -1.13924	    0.373645	    1.17645
Q3TIU4  	    0.433245	    -1.35277	    0.553199	   0.366321
Q3TIV5  	     1.11125	   -0.777708	   -0.826811	   0.493271
Q3TIX9  	   -0.906839	   -0.462626	     1.01534	    0.35412
Q3TJD7  	    0.653989	    -1.38857	    0.603446	   0.131134
Q3TKT4  	     1.22541	    0.346113	   -0.444255	   -1.12727
Q3TKX1  	    0.993136	   0.0123167	   -0.126844	  -0.878608
Q3TKY6  	   -0.566032	   -0.794177	   0.0882154	    1.27199
Q3TL44  	    -1.18994	   0.0738877	    0.241593	   0.874461
S4R2J9  	    0.151841	   -0.849351	   -0.367262	    1.06477
Q3TLZ6  	   -0.567598	    0.419035	    0.611739	  -0.463175
